ACCIDENT_NO,SUB_DCA_CODE,SUB_DCA_SEQ,SUB_DCA_CODE_DESC
T20210015863,A01,0,Vehicle entering intersection
T20210016573,V02,1,Kerb(roadside) mounted/struck
T20210016744,N01,1,Intersection
T20210016842,NRQ,0,Not Required
T20210016871,I01,2,Private driveway/laneway
T20210017158,Q03,0,Fences (including gates)
T20210018301,NRQ,0,Not Required
T20210018855,F03,0,Footpath unknown
T20210019253,S01,2,Collision on first half of carriageway
T20210019489,NRQ,0,Not Required
T20210019590,Z02,0,At entrance ramp/local road intersection
T20210019702,A03,0,Vehicle within intersection
T20210020449,NRQ,0,Not Required
T20210021066,M01,0,Vehicle turning through medianopening
T20210021113,Q02,0,Tree (shrub/scrub)
T20210021155,NRQ,0,Not Required
T20210022214,I04,0,Commercial(includes shops/school/station) driveway
T20210022485,A01,0,Vehicle entering intersection
T20210023576,NRQ,0,Not Required
T20210024141,Q07,1,Guard rail
T20210024390,NRQ,0,Not Required
T20210024432,N02,0,Mid-block
T20210024978,W02,2,Leaves carriageway to right
T20210025151,H03,0,Vehicle foward departing
T20210026769,V01,0,No vehicle mounted/struck
T20220000347,H03,0,Vehicle foward departing
T20220000864,N01,1,Intersection
T20220001795,N02,0,Mid-block
T20220002209,Q04,0,Embankments
T20220002297,I04,0,Commercial(includes shops/school/station) driveway
T20220003081,NRQ,0,Not Required
T20220003140,N02,0,Mid-block
T20220003508,NRQ,0,Not Required
T20220003630,NRQ,0,Not Required
T20220003925,N02,0,Mid-block
T20220004142,Q01,0,Poles (telephone/electricity)
T20220004909,Q02,0,Tree (shrub/scrub)
T20220004959,NRQ,0,Not Required
T20220004965,N02,0,Mid-block
T20220005349,S02,2,Collision on second half of carriageway
T20220005536,N01,1,Intersection
T20220005566,Q02,0,Tree (shrub/scrub)
T20220005785,NRQ,0,Not Required
T20220005843,V01,1,No vehicle mounted/struck
T20220005963,NRQ,0,Not Required
T20220006041,NRQ,0,Not Required
T20220006472,A03,0,Vehicle within intersection
T20220006793,N02,0,Mid-block
T20220006973,N01,1,Intersection
T20220007428,NRQ,0,Not Required
T20220008245,S01,2,Collision on first half of carriageway
T20220008609,R02,0,Kerb parking - parallel
T20220008864,NRQ,0,Not Required
T20220009204,NRQ,0,Not Required
T20220009212,A01,0,Vehicle entering intersection
T20220009530,N02,0,Mid-block
T20220009691,Q04,1,Embankments
T20220009873,Q02,0,Tree (shrub/scrub)
T20220010514,I04,0,Commercial(includes shops/school/station) driveway
T20220010542,A01,0,Vehicle entering intersection
T20220010571,P02,0,Hit by veh fr dir opposite to initial dir of U-turning veh
T20220010781,NRQ,0,Not Required
T20220011002,N01,1,Intersection
T20220011135,Z02,0,At entrance ramp/local road intersection
T20220011437,V01,1,No vehicle mounted/struck
T20220011493,N02,0,Mid-block
T20220011608,NRQ,0,Not Required
T20220012352,A01,0,Vehicle entering intersection
T20220012644,V01,1,No vehicle mounted/struck
T20220012799,Z01,1,On freeway (between interchanges)
T20220012991,A02,0,Vehicle leaving intersection
T20220013286,NRQ,0,Not Required
T20220013427,N02,0,Mid-block
T20220013705,B02,1,Vehicle turning right
T20220014041,C01,1,Pedestrian stepped off median strip
T20220014307,NRQ,0,Not Required
T20220014537,NRQ,0,Not Required
T20220014781,P02,1,Hit by veh fr dir opposite to initial dir of U-turning veh
T20220015493,N02,0,Mid-block
T20220015913,A04,0,Vehicle in left turn slip lane
T20220016019,NRQ,0,Not Required
T20220016410,V02,1,Kerb(roadside) mounted/struck
T20220016435,L03,0,Road straight at mid-block
T20220016482,N02,0,Mid-block
T20220017040,B01,0,Vehicle going straight through
T20220017068,V02,1,Kerb(roadside) mounted/struck
T20220017562,W02,2,Leaves carriageway to right
T20220017728,NRQ,0,Not Required
T20220017850,NRQ,0,Not Required
T20220017894,NRQ,0,Not Required
T20220017973,N02,0,Mid-block
T20220019056,N01,1,Intersection
T20220019080,A01,0,Vehicle entering intersection
T20220019186,A03,0,Vehicle within intersection
T20220019310,N02,1,Mid-block
T20220019409,Q02,0,Tree (shrub/scrub)
T20220019544,Q07,0,Guard rail
T20220020368,N02,0,Mid-block
T20220020529,I01,2,Private driveway/laneway
T20220020555,Q01,0,Poles (telephone/electricity)
T20220021311,NRQ,0,Not Required
T20220021322,NRQ,0,Not Required
T20220021711,Q02,0,Tree (shrub/scrub)
T20220021750,A01,0,Vehicle entering intersection
T20220022099,Q02,0,Tree (shrub/scrub)
T20220022727,W02,2,Leaves carriageway to right
T20220022846,B02,1,Vehicle turning right
T20220022968,NRQ,0,Not Required
T20220024167,L03,0,Road straight at mid-block
T20220024356,L04,0,Road curved at mid-block
T20220024371,V01,1,No vehicle mounted/struck
T20220024549,I04,1,Commercial(includes shops/school/station) driveway
T20220024878,W01,2,Leaves carriageway to left
T20220024981,NRQ,0,Not Required
T20220025130,Z05,0,At freeway/exit ramp (vehicle about to leave freeway)
T20220025369,NRQ,0,Not Required
T20220025590,NRQ,0,Not Required
T20220025848,NRQ,0,Not Required
T20220025860,Z01,0,On freeway (between interchanges)
T20220026087,Q03,0,Fences (including gates)
T20220026364,NRQ,0,Not Required
T20220026951,NRQ,0,Not Required
T20220027977,N01,1,Intersection
T20220028364,C01,2,Pedestrian stepped off median strip
T20220028699,V02,1,Kerb(roadside) mounted/struck
T20220028936,B02,0,Vehicle turning right
T20220029256,I04,0,Commercial(includes shops/school/station) driveway
T20220029305,NRQ,0,Not Required
T20220029807,Q02,0,Tree (shrub/scrub)
T20230001061,Q07,0,Guard rail
T20230001196,NRQ,0,Not Required
T20230001404,Q01,0,Poles (telephone/electricity)
T20230001449,A01,0,Vehicle entering intersection
T20230001660,N01,1,Intersection
T20230001736,I01,1,Private driveway/laneway
T20230001928,N01,0,Intersection
T20230002134,V01,1,No vehicle mounted/struck
T20230002904,N02,0,Mid-block
T20230003226,P01,0,Hit by veh from same dir as initial dir of U-turning veh
T20230003397,NRQ,0,Not Required
T20230003497,NRQ,0,Not Required
T20230003993,A01,0,Vehicle entering intersection
T20230004079,N02,0,Mid-block
T20230004282,Q36,0,Animals - Kangaroo or Wallaby
T20230004753,X02,0,Fell from vehicle
T20230004937,V01,0,No vehicle mounted/struck
T20230005023,NRQ,0,Not Required
T20230005498,N01,0,Intersection
T20230005626,NRQ,0,Not Required
T20230005803,A01,0,Vehicle entering intersection
T20230005920,NRQ,0,Not Required
T20230007099,Q30,0,Protruding kerb
T20230007380,N01,1,Intersection
T20230007553,V01,1,No vehicle mounted/struck
T20230007602,P01,0,Hit by veh from same dir as initial dir of U-turning veh
T20230007917,NRQ,0,Not Required
T20230008181,N02,0,Mid-block
T20230008400,N02,0,Mid-block
T20230008713,P01,0,Hit by veh from same dir as initial dir of U-turning veh
T20230008748,W01,2,Leaves carriageway to left
T20230008910,B01,1,Vehicle going straight through
T20230009483,V01,1,No vehicle mounted/struck
T20230009527,NRQ,0,Not Required
T20230009660,V01,1,No vehicle mounted/struck
T20230010132,P02,0,Hit by veh fr dir opposite to initial dir of U-turning veh
T20230010297,N02,0,Mid-block
T20230010304,V01,1,No vehicle mounted/struck
T20230010510,B01,0,Vehicle going straight through
T20230010762,NRQ,0,Not Required
T20230010988,V01,1,No vehicle mounted/struck
T20230011234,M01,0,Vehicle turning through medianopening
T20230011265,N02,0,Mid-block
T20230011562,NRQ,0,Not Required
T20230011728,L03,0,Road straight at mid-block
T20230012054,V01,1,No vehicle mounted/struck
T20230012270,L03,0,Road straight at mid-block
T20230012811,N02,0,Mid-block
T20230013076,N02,0,Mid-block
T20230013106,R02,0,Kerb parking - parallel
T20230013784,N02,0,Mid-block
T20230013806,NRQ,0,Not Required
T20230014500,F03,0,Footpath unknown
T20230014565,V01,1,No vehicle mounted/struck
T20230014930,N01,0,Intersection
T20230015690,NRQ,0,Not Required
T20230015833,NRQ,0,Not Required
T20230016658,K02,0,Other separator
T20230016720,V05,1,Median mounted/struck
T20230016833,V01,2,No vehicle mounted/struck
T20230017120,Q01,0,Poles (telephone/electricity)
T20230017298,L01,0,Road straight at intersection
T20230017354,N02,0,Mid-block
T20230017902,R02,0,Kerb parking - parallel
T20230018023,V01,0,No vehicle mounted/struck
T20230018048,N02,1,Mid-block
T20230018105,Z09,2,At local rd I/S or M/B with RRP/RS spanning part of freeway
T20230018244,W02,1,Leaves carriageway to right
T20230019263,V02,0,Kerb(roadside) mounted/struck
T20230019556,NRQ,0,Not Required
T20230019665,A03,0,Vehicle within intersection
T20230020773,NRQ,0,Not Required
T20230021375,S01,2,Collision on first half of carriageway
T20230021389,M01,0,Vehicle turning through medianopening
T20230021597,A04,0,Vehicle in left turn slip lane
T20230022486,Q02,0,Tree (shrub/scrub)
T20230023497,V01,0,No vehicle mounted/struck
T20230024163,NRQ,0,Not Required
T20230024170,W01,2,Leaves carriageway to left
T20230024262,N02,1,Mid-block
T20230024411,NRQ,0,Not Required
T20230024780,Q02,0,Tree (shrub/scrub)
T20230024875,NRQ,0,Not Required
T20230024943,Q02,0,Tree (shrub/scrub)
T20230025138,NRQ,0,Not Required
T20230025475,NRQ,0,Not Required
T20230025536,Q01,0,Poles (telephone/electricity)
T20230025632,N02,0,Mid-block
T20230025759,C01,1,Pedestrian stepped off median strip
T20230025761,V01,0,No vehicle mounted/struck
T20230026062,N02,0,Mid-block
T20230026296,NRQ,0,Not Required
T20230026631,H04,0,Vehicle reverse departing
T20230026705,Q10,0,Other objects (Telephone/Culvert/RX) Fixed/Not Fixed
T20230026781,F02,0,Paved footpath
T20230026871,NRQ,0,Not Required
T20230026912,N01,1,Intersection
T20230027014,NRQ,0,Not Required
T20230027084,G01,0,Vehicle moving foward - under control
T20230027175,Q02,0,Tree (shrub/scrub)
T20230027721,Z01,1,On freeway (between interchanges)
T20230028612,V01,0,No vehicle mounted/struck
T20230028776,B03,1,Vehicle turning left
T20230029041,W01,2,Leaves carriageway to left
T20230029371,Z01,1,On freeway (between interchanges)
T20230029658,V01,1,No vehicle mounted/struck
T20230029685,Q30,0,Protruding kerb
T20230030041,A01,0,Vehicle entering intersection
T20230030216,NRQ,0,Not Required
T20230030471,C01,2,Pedestrian stepped off median strip
T20230030532,W01,1,Leaves carriageway to left
T20230030718,A01,0,Vehicle entering intersection
T20230030787,Q04,0,Embankments
T20230030906,W02,2,Leaves carriageway to right
T20240000396,NRQ,0,Not Required
T20240000735,W02,2,Leaves carriageway to right
T20240001013,C01,2,Pedestrian stepped off median strip
T20240001290,V01,1,No vehicle mounted/struck
T20240001770,Q02,0,Tree (shrub/scrub)
T20240002082,N02,0,Mid-block
T20240002199,N02,1,Mid-block
T20240002553,B02,1,Vehicle turning right
T20240002880,Q36,0,Animals - Kangaroo or Wallaby
T20240002939,A03,0,Vehicle within intersection
T20240003369,V02,1,Kerb(roadside) mounted/struck
T20240003531,A03,0,Vehicle within intersection
T20240003574,N02,0,Mid-block
T20240003629,Q10,0,Other objects (Telephone/Culvert/RX) Fixed/Not Fixed
T20240004274,Z01,0,On freeway (between interchanges)
T20240004494,W01,1,Leaves carriageway to left
T20240004658,N01,1,Intersection
T20240004958,Z01,0,On freeway (between interchanges)
T20240005067,Q02,0,Tree (shrub/scrub)
T20240005173,NRQ,0,Not Required
T20240005585,N02,0,Mid-block
T20240005633,NRQ,0,Not Required
T20240005811,A01,0,Vehicle entering intersection
T20240006602,K02,0,Other separator
T20240007026,NRQ,0,Not Required
T20240007207,A01,0,Vehicle entering intersection
T20240007487,NRQ,0,Not Required
T20240007584,L03,1,Road straight at mid-block
T20240007766,Q07,0,Guard rail
T20240008416,Q33,0,Animals - Sheep
T20240008561,P02,0,Hit by veh fr dir opposite to initial dir of U-turning veh
T20240008728,L03,0,Road straight at mid-block
T20240008779,NRQ,0,Not Required
T20240009427,B01,0,Vehicle going straight through
T20240009804,N01,1,Intersection
T20240009896,A03,0,Vehicle within intersection
T20240009975,N01,1,Intersection
T20240010391,V01,1,No vehicle mounted/struck
T20240011257,W01,2,Leaves carriageway to left
T20240011663,N02,0,Mid-block
T20240011728,NRQ,0,Not Required
T20240012861,N02,0,Mid-block
T20240012932,V01,0,No vehicle mounted/struck
T20240013193,N02,1,Mid-block
T20240013847,N02,1,Mid-block
T20240014009,NRQ,0,Not Required
T20240014210,N01,1,Intersection
T20240015105,V01,1,No vehicle mounted/struck
T20240015258,B03,1,Vehicle turning left
T20240016423,Q01,0,Poles (telephone/electricity)
T20240016479,NRQ,0,Not Required
T20240016762,NRQ,0,Not Required
T20240017228,V02,1,Kerb(roadside) mounted/struck
T20240017413,Q02,0,Tree (shrub/scrub)
T20240017551,V01,0,No vehicle mounted/struck
T20240018055,N02,0,Mid-block
T20240019197,NRQ,0,Not Required
T20240019321,V01,1,No vehicle mounted/struck
T20240019509,V01,1,No vehicle mounted/struck
T20240019835,V01,1,No vehicle mounted/struck
T20240020565,Z01,1,On freeway (between interchanges)
T20240020821,NRQ,0,Not Required
T20240021856,A03,0,Vehicle within intersection
T20240022274,A01,0,Vehicle entering intersection
T20240022519,R02,0,Kerb parking - parallel
T20240023058,N02,0,Mid-block
T20240023175,NRQ,0,Not Required
T20240024577,Q02,0,Tree (shrub/scrub)
T20240024608,A03,0,Vehicle within intersection
T20240025261,NRQ,0,Not Required
T20240025860,N02,0,Mid-block
T20240026015,NRQ,0,Not Required
T20240026253,V01,1,No vehicle mounted/struck
T20240026490,V01,1,No vehicle mounted/struck
T20240027857,Y01,2,Any vehicle (include trailer or parked car)
T20240028046,S01,2,Collision on first half of carriageway
T20240029154,NRQ,0,Not Required
T20240030005,W02,1,Leaves carriageway to right
T20240030486,L01,1,Road straight at intersection
T20240030946,I04,1,Commercial(includes shops/school/station) driveway
T20240031105,N01,0,Intersection
T20240031201,A02,0,Vehicle leaving intersection
T20240031201,B01,1,Vehicle going straight through
T20240031428,W01,0,Leaves carriageway to left
T20240031445,NRQ,0,Not Required
T20240031610,NRQ,0,Not Required
T20240032047,N02,0,Mid-block
T20240032076,N01,1,Intersection
T20240032167,N02,0,Mid-block
T20240033212,NRQ,0,Not Required
T20240033258,Q03,1,Fences (including gates)
T20240033346,V01,1,No vehicle mounted/struck
T20250000243,V02,1,Kerb(roadside) mounted/struck
T20250000663,V01,1,No vehicle mounted/struck
T20250001221,Q01,0,Poles (telephone/electricity)
T20250001952,N02,0,Mid-block
T20250002131,Q07,0,Guard rail
T20250002245,Q03,0,Fences (including gates)
T20250002286,A03,0,Vehicle within intersection
T20250002636,V05,1,Median mounted/struck
T20250002848,Q02,0,Tree (shrub/scrub)
T20250004155,V01,1,No vehicle mounted/struck
T20250004258,A01,0,Vehicle entering intersection
T20250004533,Z01,1,On freeway (between interchanges)
T20250005994,N01,1,Intersection
T20250007576,NRQ,0,Not Required
T20240024758,I04,1,Commercial(includes shops/school/station) driveway
T20240027006,Q12,0,Traffic signals(i.e.Traffic lights)
T20120000887,C02,3,Pedestrian stepped off safety zone/tram shelter
T20120001429,NRQ,1,Not Required
T20120001712,NRQ,1,Not Required
T20120001870,NRQ,1,Not Required
T20120002066,Q01,2,Poles (telephone/electricity)
T20120002102,V01,1,No vehicle mounted/struck
T20120002856,B01,2,Vehicle going straight through
T20120003681,L03,1,Road straight at mid-block
T20120003864,B02,2,Vehicle turning right
T20120004445,H03,2,Vehicle foward departing
T20120004654,NRQ,1,Not Required
T20120004738,V01,1,No vehicle mounted/struck
T20120005764,P01,1,Hit by veh from same dir as initial dir of U-turning veh
T20120005800,B01,2,Vehicle going straight through
T20120005921,Q02,3,Tree (shrub/scrub)
T20120006487,V01,1,No vehicle mounted/struck
T20120006587,Q10,2,Other objects (Telephone/Culvert/RX) Fixed/Not Fixed
T20120006645,V01,1,No vehicle mounted/struck
T20120007084,W02,2,Leaves carriageway to right
T20120007097,Q02,3,Tree (shrub/scrub)
T20120007395,W01,2,Leaves carriageway to left
T20120007499,W01,2,Leaves carriageway to left
T20120007711,V02,1,Kerb(roadside) mounted/struck
T20120008005,W02,3,Leaves carriageway to right
T20120008338,Q02,2,Tree (shrub/scrub)
T20120008575,Z01,2,On freeway (between interchanges)
T20120008859,W01,2,Leaves carriageway to left
T20120008887,W02,2,Leaves carriageway to right
T20120009321,V01,1,No vehicle mounted/struck
T20120009469,W01,2,Leaves carriageway to left
T20120009558,N01,1,Intersection
T20120009673,Q02,2,Tree (shrub/scrub)
T20120009693,R02,1,Kerb parking - parallel
T20120009719,Z01,4,On freeway (between interchanges)
T20120009955,V01,1,No vehicle mounted/struck
T20120010010,NRQ,1,Not Required
T20120010364,Q02,2,Tree (shrub/scrub)
T20120010760,NRQ,1,Not Required
T20120011539,N01,1,Intersection
T20120011687,V01,1,No vehicle mounted/struck
T20120012125,N01,1,Intersection
T20120012158,D01,1,Pedestrian emerged from behind car etc
T20120012272,Q07,2,Guard rail
T20120012292,NRQ,1,Not Required
T20120012405,N01,1,Intersection
T20120012415,Q04,2,Embankments
T20120012776,NRQ,0,Not Required
T20120013068,NRQ,1,Not Required
T20120013184,NRQ,1,Not Required
T20120013396,NRQ,1,Not Required
T20120013593,NRQ,1,Not Required
T20120013879,NRQ,1,Not Required
T20120014897,N02,1,Mid-block
